AGRESSEUR,AGRESSEUSE,AGRESSEURS,AGRESSEUSES,,
AGRESSIF,AGRESSIVE,AGRESSIFS,AGRESSIVES,,
AGRESSION,AGRESSIONS,,,,
AGRESSIVITÉ,AGRESSIVITÉS,,,,
AGRICOLE,AGRICOLE,AGRICOLES,AGRICOLES,,
AGRICULTURE,AGRICULTURES,,,,
AH,,,,,
AIDE,AIDES,,,,
AIDER,,,,,
AÏE,,,,,
AIGU,AIGUË,AIGUS,AIGUËS,,
AIGUILLAGE,AIGUILLAGES,,,,
AIGUILLE,AIGUILLES,,,,
AIGUILLE,AIGUILLES,,,,
AILE,AILES,,,,
AILLEURS,,,,,
AIMER,,,,,
AINSI,,,,,
AIR,AIRS,,,,
AIR,AIRS,,,,
AIR,AIRS,,,,
AIRE,AIRES,,,,
AJOUTER,,,,,
ALCOOL,ALCOOLS,,,,
ALÉATOIRE,ALÉATOIRE,ALÉATOIRES,ALÉATOIRES,,
ALERTE,ALERTES,,,,
ALERTEMENT,,,,,
ALGÈBRE,ALGÈBRES,,,,
ALGÉBRIQUE,ALGÉBRIQUES,,,,
ALGORITHME,ALGORITHMES,,,,
ALIGNEMENT,ALIGNEMENTS,,,,
ALIGNER,,,,,
ALIMENT,ALIMENTS,,,,
ALIMENTAIRE,ALIMENTAIRE,ALIMENTAIRES,ALIMENTAIRES,,
ALIMENTATION,ALIMENTATION,,,,
ALIMENTER,,,,,
ALLEMAGNE,,,,,
ALLER,,,,,
ALLIANCE,ALLIANCES,,,,
ALLIÉ,ALLIÉE,ALLIÉS,ALLIÉES,,
ALLÔ,,,,,
ALLUMER,,,,,
ALORS,,,,,
ALPHABET,ALPHABETS,,,,
ALPHABÉTIQUE,ALPHABÉTIQUE,ALPHABÉTIQUES,ALPHABÉTIQUES,,
ALTÉRATION,ALTÉRATIONS,,,,
ALTÉRER,,,,,
ALTERNATIF,ALTERNATIVE,ALTERNATIFS,ALTERNATIVES,,
ALTERNATIVEMENT,,,,,
ALTERNE,ALTERNES,,,,
ALTERNER,,,,,
ALTITUDE,ALTITUDES,,,,
ÂME,ÂMES,,,,
AMÉLIORATION,AMÉLIORATIONS,,,,
AMÉLIORER,,,,,
AMÉNAGER,,,,,
AMENER,,,,,
AMÉRIQUE,AMÉRIQUES,,,,
AMI,AMIE,AMIS,AMIES,,
AMICAL,AMICALE,AMICAUX,AMICALES,,
AMITIÉ,AMITIÉS,,,,
AMOUR,AMOURS,,,,
AMOUREUX,AMOUREUSE,AMOUREUX,AMOUREUSES,,
AMPÈRE,AMPÈRES,,,,
AMPLEUR,AMPLEURS,,,,
AMPLIFIER,,,,,
AMPLITUDE,AMPLITUDES,,,,
AMUSER,,,,,
AN,ANS,,,,
ANALOGIE,ANALOGIES,,,,
ANALOGUE,ANALOGUE,ANALOGUES,ANALOGUES,,
ANATOMIE,ANATOMIE,,,,
ANCIEN,ANCIENNE,ANCIENS,ANCIENNES,,
ANCIENNEMENT,,,,,
ANGLAIS,ANGLAISE,ANGLAIS,ANGLAISES,,
ANGLE,ANGLES,,,,
ANGLETERRE,,,,,
ANGLO-SAXON,ANGLO-SAXONNE,ANGLO-SAXONS,ANGLO-SAXONNES,,
ANGOISSE,ANGOISSES,,,,
ANGULAIRE,ANGULAIRES,,,,
ANIMAL,ANIMALE,ANIMAUX,ANIMALES,,
ANIMER,,,,,
ANNEAU,ANNEAUX,,,,
ANNÉE,ANNÉES,,,,
ANNIVERSAIRE,ANNIVERSAIRE,ANNIVERSAIRES,ANNIVERSAIRES,,
ANNONCER,,,,,
ANNUEL,ANNUELLE,ANNUELS,ANNUELLES,,
ANNUELLEMENT,,,,,
ANNULER,,,,,
ANOMALIE,ANOMALIES,,,,
ANORMAL,ANORMALE,ANORMAUX,ANORMALES,,
ANTAGONISME,ANTAGONISMES,,,,
ANTÉCÉDENT,ANTÉCÉDENTE,ANTÉCÉDENTS,ANTÉCÉDENTES,,
ANTÉRIEUR,ANTÉRIEURE,ANTÉRIEURS,ANTÉRIEURES,,
ANUS,ANUS,,,,
AOÛT,,,,,
APERCEVOIR,,,,,
APLATIR,,,,,
APOSTROPHE,APOSTROPHES,,,,
APPARAÎTRE,,,,,
APPAREIL,APPAREILS,,,,
APPARENCE,APPARENCES,,,,
APPARENT,APPARENTE,APPARENTS,APPARENTES,,
APPARTEMENT,APPARTEMENTS,,,,
APPARTENANCE,APPARTENANCES,,,,
APPARTENIR,,,,,
APPEL,APPELS,,,,
APPELER,,,,,
APPÉTIT,APPÉTITS,,,,
APPLICATION,APPLICATIONS,,,,
APPLIQUER,,,,,
APPORTER,,,,,
APPRÉCIATION,APPRÉCIATION,,,,
APPRÉCIER,,,,,
APPRÉHENDER,,,,,
APPRENDRE,,,,,
APPRENTISSAGE,APPRENTISSAGES,,,,
APPROBATION,APPROBATIONS,,,,
APPROCHE,APPROCHES,,,,
APPROCHER,,,,,
APPROUVER,,,,,
APPROXIMATIF,APPROXIMATIVE,APPROXIMATIFS,APPROXIMATIVES,,
APPROXIMATIVEMENT,,,,,
APPUI,APPUIS,,,,
APPUYER,,,,,
APRÈS,,,,,
APRÈS-MIDI,APRÈS-MIDIS,,,,
APTITUDE,APTITUDES,,,,
ARABE,ARABE,ARABES,ARABES,,
ARAIGNÉE,ARAIGNÉES,,,,
ARBITRAIRE,ARBITRAIRE,ARBITRAIRES,ARBITRAIRES,,
ARBITRAIREMENT,,,,,
ARBITRE,ARBITRES,,,,
ARBITRE,ARBITRES,,,,
ARBRE,ARBRES,,,,
ARC,ARCS,,,,
ARCHITECTE,ARCHITECTE,ARCHITECTES,ARCHITECTES,,
ARCHITECTURE,ARCHITECTURES,,,,
ARDEUR,ARDEURS,,,,
ARÊTE,ARÊTES,,,,
ARGENT,ARGENTS,,,,
ARGUMENT,ARGUMENTS,,,,
ARITHMÉTIQUE,ARITHMÉTIQUE,ARITHMÉTIQUES,ARITHMÉTIQUES,,
ARME,ARMES,,,,
ARMÉE,ARMÉES,,,,
ARMEMENT,ARMEMENTS,,,,
ARMER,,,,,
ARMES,,,,,
ARMOIRE,ARMOIRES,,,,
ARRACHER,,,,,
ARRESTATION,ARRESTATIONS,,,,
ARRÊTER,,,,,
ARRIÈRE,ARRIÈRES,,,,
ARRIÈRE-PLAN,ARRIÈRE-PLAN,,,,
ARRIVÉE,ARRIVÉES,,,,
ARRIVER,,,,,
ARRONDI,ARRONDIE,ARRONDIS,ARRONDIES,,
ARRONDIR,,,,,
ART,ARTS,,,,
ARTÈRE,ARTÈRES,,,,
ARTÉRIEL,ARTÉRIELLE,ARTÉRIELS,ARTÉRIELLES,,
ARTICLE,ARTICLES,,,,
ARTICULATION,ARTICULATIONS,,,,
ARTICULER,,,,,
ARTIFICIEL,ARTIFICIELLE,ARTIFICIELS,ARTIFICIELLES,,
ARTISAN,ARTISANE,ARTISANS,ARTISANES,,
ARTISANAL,ARTISANALE,ARTISANAUX,ARTISANALES,,
ARTISTE,ARTISTES,,,,
ARTISTIQUE,ARTISTIQUE,ARTISTIQUES,ARTISTIQUES,,
AS,AS,,,,
ASPECT,ASPECTS,,,,
ASSASSINER,,,,,
ASSEMBLÉE,ASSEMBLÉE,,,,
ASSEMBLER,,,,,
ASSEOIR,,,,,
ASSEZ,,,,,
ASSIGNATION,ASSIGNATIONS,,,,
ASSISTANCE,ASSISTANCES,,,,
ASSISTER,,,,,
ASSOCIATION,ASSOCIATIONS,,,,
ASSOCIÉ,ASSOCIÉE,ASSOCIÉS,ASSOCIÉES,,
ASSOCIER,,,,,
ASSURANCE,ASSURANCES,,,,
ASSURER,,,,,
ASTÉRISQUE,,,,,
ASTRE,ASTRES,,,,
ASTRONOME,ASTRONOME,ASTRONOMEs,ASTRONOMES,,
ASTRONOMIE,ASTRONOMIE,,,,
ASTRONOMIQUE,ASTRONOMIQUE,ASTRONOMIQUES,ASTRONOMIQUES,,
ASTUCE,ASTUCES,,,,
ATHLÈTE,ATHLÈTE,ATHLÈTES,ATHLÈTES,,
ATHLÉTIQUE,ATHLÉTIQUE,ATHLÉTIQUES,ATHLÉTIQUE,,
ATHLÉTISME, ATHLÉTISMES,,,,
ATMOSPHÈRE,ATMOSPHÈRES,,,,
ATMOSPHÉRIQUE,ATMOSPHÉRIQUE,ATMOSPHÉRIQUES,ATMOSPHÉRIQUES,,
ATOME,ATOMES,,,,
ATOMIQUE,ATOMIQUE,ATOMIQUES,ATOMIQUES,,
ATOUT,ATOUTS,,,,
ATTACHEMENT,ATTACHEMENTS,,,,
ATTACHER,,,,,
ATTAQUANT,ATTAQUANTE,ATTAQUANTS, ATTAQUANTES,,
ATTAQUER,,,,,
ATTEINDRE,,,,,
ATTENDRE,,,,,
ATTENDU,,,,,
ATTENTE,ATTENTES,,,,
ATTENTIF,ATTENTIVE,ATTENTIFS,ATTENTIVES,,
ATTENTION,ATTENTIONS,,,,
ATTENTIVEMENT,,,,,
ATTERRISSAGE,ATTERRISSAGES,,,,
ATTESTER,,,,,
ATTIRANCE,ATTIRANCES,,,,
ATTIRER,,,,,
ATTITUDE,ATTITUDES,,,,
ATTRACTIF,ATTRACTIVE,ATTRACTIFS,ATTRACTIVES,,
ATTRACTION,ATTRACTIONS,,,,
ATTRAIT,ATTRAITS,,,,
ATTRAPER,,,,,
ATTRIBUER,,,,,
ATTRIBUT,ATTRIBUTS,,,,
ATTRIBUTION,ATTRIBUTIONS,,,,
AUBE,AUBES,,,,
AUCUN,AUCUNE,AUCUNS,AUCUNES,,
AUCUNEMENT,,,,,
AUDIENCE,AUDIENCES,,,,
AUGMENTATION,AUGMENTATIONS,,,,
AUGMENTER,,,,,
AUJOURD''HUI,,,,,
AUPARAVANT,,,,,
AUPRÈS (DE),,,,,
AURICULAIRE,AURICULAIRE,AURICULAIRES,AURICULAIRES,,
AURORE,AURORES,,,,
AUSSI,,,,,
AUSSITÔT,,,,,
AUTANT,,,,,
AUTEUR,AUTEURE,AUTEURS,AUTEURES,,
AUTOCAR,AUTOCARS,,,,
AUTODÉTERMINATION,AUTODÉTERMINATIONS,,,,
AUTOMATIQUE,AUTOMATIQUE,AUTOMATIQUES,AUTOMATIQUES,,
AUTOMATIQUEMENT,,,,,
AUTOMNE,AUTOMNES,,,,
AUTOMOBILE,AUTOMOBILE,AUTOMOBILES,AUTOMOBILES,,
AUTONOME,AUTONOME,AUTONOMES,AUTONOMES,,
AUTORISATION,AUTORISATIONS,,,,
AUTORISÉ,AUTORISÉE,AUTORISÉS, AUTORISÉES,,
AUTORISER,,,,,
AUTORITÉ,AUTORITÉS,,,,
AUTOUR,,,,,
AUTRE,AUTRES,,,,
AUTREFOIS,,,,,
AUTREMENT,,,,,
AUTRICHE,,,,,
AUTRUI,,,,,
AUXILIAIRE,AUXILIAIRE,AUXILIAIRES,AUXILIAIRES,,
AVALER,,,,,
AVANCE,AVANCES,,,,
AVANCÉE,AVANCÉES,,,,
AVANCEMENT,AVANCEMENTS,,,,
AVANCER,,,,,
AVANT,AVANTS,,,,
AVANTAGE,AVANTAGES,,,,
AVANTAGEUSEMENT,,,,,
AVANTAGEUX,AVANTAGEUSE,AVANTAGEUX,AVANTAGEUSES,,
AVEC,,,,,
AVENIR,AVENIRS,,,,
AVENTURE,AVENTURES,,,,
AVÉRER,,,,,
AVERTIR,,,,,
AVERTISSEMENT,AVERTISSEMENTS,,,,
AVEU,AVEUX,,,,
AVIATION,AVIATIONS,,,,
AVION,AVIONS,,,,
AVIS,AVIS,,,,
AVOCAT,AVOCATS,,,,
AVOIR,,,,,
AVOUER,,,,,
AVRIL,,,,,
AXE,AXES,,,,
AXIAL,AXIALE,AXIAUX,AXIALES,,
BAC,BACS,,,,
BACCALAURÉAT,BACCALAURÉATS,,,,
BAGUETTE,BAGUETTES,,,,
BAH,,,,,
BAIGNOIRE,BAIGNOIRES,,,,
BAISER,,,,,
BAISSER,,,,,
BALANCIER,BALANCIERS,,,,
BALLE,BALLES,,,,
BALLON,BALLONS,,,,
BALTIQUE (mer),,,,,
BANC,BANCS,,,,
BANCAIRE,BANCAIRE,BANCAIRES,BANCAIRES,,
BANDE,BANDES,,,,
BANDE,BANDES,,,,
BANDE,BANDES,,,,
BANQUE,BANQUES,,,,
BANQUIER,BANQUIÈRE,BANQUIERS,BANQUIÈRES,,
BAPTÊME,BAPTÊMES,,,,
BARBE,BARBES,,,,
BARRE,BARRES,,,,
BARREAU,BARREAUX,,,,
BARRER,,,,,
BARRIÈRE,BARRIÈRES,,,,
BAS,BASSE,BAS,BASSES,,
BAS,BAS,,,,
BASE,BASES,,,,
BASER,,,,,
BASKET-BALL,BASKET-BALLS,,,,
BASSIN,BASSINS,,,,
BATAILLE,BATAILLES,,,,
BATEAU,BATEAU,BATEAUX,BATEAUX,,
BÂTIMENT,BÂTIMENTS,,,,
BÂTIR,,,,,
BÂTON,BÂTONS,,,,
BATTERIE,BATTERIES,,,,
BATTRE,,,,,
BÉATIFIER,,,,,
BEAU,BELLE,BEAUX,BELLES,,
BEAU,BELLE,BEAUX,BELLES,,
BEAU,BEAUX,,,,
BEAUCOUP,,,,,
BEAUTÉ,BEAUTÉS,,,,
BEAUX-ARTS,,,,,
BÉBÉ,BÉBÉS,,,,
BEC,BECS,,,,
BEIGE,BEIGE,BEIGES,BEIGES,,
BELGIQUE,,,,,
BELLE,BELLES,,,,
BÉNÉFICE,BÉNÉFICES,,,,
BÉNÉFICIER,,,,,
BÉNÉFIQUE,BÉNÉFIQUE,BÉNÉFIQUES,BÉNÉFIQUES,,
BESOIN,BESOINS,,,,
BÉTAIL,BÉTAILS,,,,
BÊTE,BÊTES,,,,
BÉTON,BÉTONS,,,,
BEURRE,BEURRES,,,,
BIBLIOTHÈQUE,BIBLIOTHÈQUES,,,,
BICYCLETTE,BICYCLETTES,,,,
BIEN,,,,,
BIENTÔT,,,,,
BIÈRE,BIÈRES,,,,
BIÈRE,BIÈRES,,,,
BIFTECK,BIFTECKS,,,,
BIJECTION,BIJECTIONS,,,,
BIJOU,BIJOUX,,,,
BIJOUTERIE,BIJOUTERIE,,,,
BILAN,BILANS,,,,
BILLARD,BILLARDS,,,,
BILLET,BILLETS,,,,
BIMESTRE,BIMESTRES,,,,
BIMESTRIEL,BIMESTRIELLE,BIMESTRIELS,BIMESTRIELLES,,
BIOLOGIE,BIOLOGIES,,,,
BIOLOGIQUE,BIOLOGIQUE,BIOLOGIQUES,BIOLOGIQUES,,
BIS,,,,,
BISSECTEUR,BISSECTRICE,BISSECTEURS,BISSECTRICES,,
BISSEXTIL,BISSEXTILES,BISSEXTILS, BISSEXTILES,,
BLANC,BLANCHE,BLANCS,BLANCHES,,
BLESSÉ,BLESSÉE,BLESSÉS, BLESSÉES,,
BLESSER,,,,,
BLEU,BLEUE,BLEUS,BLEUES,,
BLOC,BLOCS,,,,
BLOND,BLONDE,BLONDS,BLONDES,,
BLOQUER,,,,,
BOIRE,,,,,
BOIS,BOIS,,,,
BOISSON,BOISSONS,,,,
BOÎTE,BOÎTES,,,,
BON,BONNE,BONS,BONNES,,
BONHEUR,BONHEUR,,,,
BONTÉ,BONTÉS,,,,
BORD,BORDS,,,,
BORDER,,,,,
BORNE,BORNES,,,,
BOUCHE,BOUCHES,,,,
BOUCHERIE,BOUCHERIES,,,,
BOUCLE,BOUCLES,,,,
BOUGER,,,,,
BOULE,BOULES,,,,
BOULEVERSEMENT,BOULEVERSEMENTS,,,,
BOUM,,,,,
BOUSSOLE,BOUSSOLES,,,,
BOUT,BOUTS,,,,
BOUTEILLE,BOUTEILLES,,,,
BOUTON,BOUTONS,,,,
BOVIN,BOVINE,BOVINS, BOVINES,,
BOXE,BOXES,,,,
BOYAU,BOYAUX,,,,
BRANCHE,BRANCHES,,,,
BRANCHE,BRANCHES,,,,
BRAS,BRAS,,,,
BRAVO,BRAVOS,,,,
BREF,BRÈVE,BREFS,BRÈVES,,
BREVET,BREVETS,,,,
BRIÈVEMENT,,,,,
BRILLER,,,,,
BRIN,BRINS,,,,
BRISER,,,,,
BROCHER,,,,,
BRODER,,,,,
BROUM,,,,,
BRUIT,BRUITS,,,,
BRÛLER,,,,,
BRÛLEUR,BRÛLEURS,,,,
BRÛLURE,BRÛLURES,,,,
BRUMAIRE,,,,,
BRUN,BRUNE,BRUNS, BRUNES,,
BRUSQUE,BRUSQUES,,,,
BRUSQUEMENT,,,,,
BRUT,BRUTE,BRUTS, BRUTES,,
BRUTAL,BRUTALE,BRUTAUX, BRUTALES,,
BRUTALITÉ,BRUTALITÉS,,,,
BRUYAMMENT,,,,,
BRUYANT,BRUYANTE,BRUYANTS, BRUYANTES,,
BUDGET,BUDGETS,,,,
BULGARIE,,,,,
BULLE,BULLES,,,,
BULLETIN,BULLETINS,,,,
BUREAU,BUREAUX,,,,
BUSTE,BUSTES,,,,
BUT,BUTS,,,,
ÇÀ,,,,,
CÂBLE,CÂBLES,,,,
CACHER,,,,,
CADAVRE,CADAVRES,,,,
CADRAN,CADRANS,,,,
CADRE,CADRES,,,,
CADRE,CADRES,,,,
CAFÉ,CAFÉS,,,,
CAGE,CAGES,,,,
CAHIER,CAHIERS,,,,
CAISSE,CAISSES,,,,
CALCUL,CALCULS,,,,
CALCULATEUR,CALCULATRICE,CALCULATEURS,CALCULATRICES,,
CALCULER,,,,,
CALENDRIER,CALENDRIERS,,,,
CALER,,,,,
CALER,,,,,
CALME,CALME,CALMES,CALMES,,
CALMER,,,,,
CAMARADE,CAMARADES,,,,
CAMION,CAMIONS,,,,
CAMION,CAMIONS,,,,
CAMP,,,,,
CAMPAGNE,CAMPAGNES,,,,
CANADA,,,,,
CANADA,,,,,
CANALISATION,CANALISATIONS,,,,
CANCER,CANCERS,,,,
CANDIDAT,CANDIDATE,CANDIDATS, CANDIDATES,,
CANDIDATURE,CANDIDATURES,,,,
CANON,CANON,CANONS,CANONS,,
CANONISER,,,,,
CAPABLE,CAPABLE,CAPABLES,CAPABLES,,
CAPACITÉ,CAPACITÉS,,,,
CAPITAL,CAPITAUX,,,,
CAPITALE,CAPITALES,,,,
CAPITULER,,,,,
CAPORAL,CAPORALE,CAPORAUX,CAPORALES,,
CAPORAL-CHEF,CAPORALE-CHEFFE,CAPORAUX-CHEFS, CAPORALES-CHEFFES,,
CAPSULE,CAPSULES,,,,
CAPTER,,,,,
CAPTURER,,,,,
CAR,CARS,,,,
CAR,,,,,
CARACTÈRE,CARACTÈRES,,,,
CARACTÉRISER,,,,,
CARACTÉRISTIQUE,CARACTÉRISTIQUE,CARACTÉRISTIQUES,CARACTÉRISTIQUES,,
CARBONE,CARBONES,,,,
CARBONIQUE,CARBONIQUE,CARBONIQUES,CARBONIQUES,,
CARBURANT,CARBURANTE,CARBURANTS,CARBURANTES,,
CARCASSE,CARCASSES,,,,
CARDINAL,CARDINAL,CARDINAUX, CARDINALES,,
CARÊME,CARÊMES,,,,
CARESSE,CARESSES,,,,
CARESSER,,,,,
CARNASSIER,CARNASSIÈRE,CARNASSIERS,CARNASSIÈRES,,
CARNIVORE,CARNIVORE,CARNIVORES,CARNIVORES,,
CARPE,CARPES,,,,
CARPE,CARPES,,,,
CARRÉ,CARRÉE,CARRÉS,CARRÉES,,
CARREAU,CARREAUX,,,,
CARROSSERIE,CARROSSERIES,,,,
CARTE,CARTES,,,,
CARTÉSIEN,CARTÉSIENNE,CARTÉSIENS,CARTÉSIENNES,,
CARTILAGE,CARTILAGES,,,,
CARTON,CARTONS,,,,
CARTOUCHE,CARTOUCHES,,,,
CAS,CAS,,,,
CASE,CASES,,,,
CASERNE,CASERNES,,,,
CASSER,,,,,
CATASTROPHE,CATASTROPHES,,,,
CATÉGORIE,CATÉGORIES,,,,
CATHOLICISME,CATHOLICISME,,,,
CATHOLIQUE,CATHOLIQUE,CATHOLIQUES,CATHOLIQUES,,
CATHOLIQUEMENT,,,,,
CAUSE,CAUSES,,,,
CAUSER,,,,,
CAVALIER,CAVALIÈRE,CAVALIERS,CAVALIÈRES,,
CAVERNE,CAVERNES,,,,
CAVITÉ,CAVITÉS,,,,
CE,CETTE,CES,CES,,
CE,,,,,
CECI,,,,,
CÉDER,,,,,
CELA,,,,,
CÉLÉBRATION,CÉLÉBRATIONS,,,,
CÉLÉBRER,,,,,
CELLULE,CELLULES,,,,
CELUI,CELLE,CEUX,CELLES,,
CELUI-CI,CELLE-CI,CEUX-CI,CELLES-CI,,
CELUI-LÀ,CELLE-LÀ,CEUX-LÀ,CELLES-LÀ,,
CENT,CENTS,,,,
CENTAINE,CENTAINES,,,,
CENTENAIRE,CENTENAIRES,,,,
CENTENNAL,CENTENNALE,CENTENNAUX,CENTENNALES,,
CENTIÈME,CENTIÈMES,,,,
CENTILITRE,CENTILITRES,,,,
CENTIMÈTRE,CENTIMÈTRES,,,,
CENTRAL,CENTRALE,CENTRAUX,CENTRALES,,
CENTRE,CENTRES,,,,
CENTRER,,,,,
CEPENDANT,,,,,
CERCLE,CERCLES,,,,
CERISE,CERISES,,,,
CERTAIN,CERTAINE,CERTAINS,CERTAINES,,
CERTAINEMENT,,,,,
CERTES,,,,,
CERVEAU,CERVEAUX,,,,
CESSE,,,,,
CESSER,,,,,
CHACUN,CHACUNE,,,,
CHAÎNE,CHAÎNES,,,,
CHAIR,CHAIRS,,,,
CHALEUR,CHALEURS,,,,
CHAMBRE,CHAMBRES,,,,
CHAMP,CHAMPS,,,,
CHANCE,CHANCES,,,,
CHANGER,,,,,
CHANT,CHANTS,,,,
CHANTER,,,,,
CHAPITRE,CHAPITRES,,,,
CHAQUE,,,,,
CHARGE,CHARGES,,,,
CHARGER,,,,,
CHASSE,CHASSES,,,,
CHASSER,,,,,
CHAT,CHATTE,CHATS,CHATTES,,
CHAUD,CHAUDE,CHAUDS,CHAUDES,,
CHAUDEMENT,,,,,
CHEF,CHEFS,,,,
CHEMIN,CHEMINS,,,,
CHEMISE,CHEMISES,,,,
CHER,CHÈRE,CHERS,CHÈRES,,
CHERCHER,,,,,
CHÈREMENT,,,,,
CHEVAL,CHEVAUX,,,,
CHEVEU,CHEVEUX,,,,
CHEZ,,,,,
CHIEN,CHIENNE,CHIENS,CHIENNES,,
CHIFFRE,CHIFFRES,,,,
CHOISIR,,,,,
CHOIX,CHOIX,,,,
CHOSE,CHOSES,,,,
CHUT,,,,,
CHUTE,CHUTES,,,,
CI,,,,,
